date,city,pm25,pm10,no2,co,o3,temperature,humidity,wind_speed,aqi,aqi_category
2025-04-27,Gurugram,62.6,112,22.6,0.93,38.4,24.3,39,12.2,109,Moderate
2025-04-27,Faridabad,55.8,105.3,18.5,0.73,29.8,26.8,54,11.1,104,Moderate
2025-04-27,Ghaziabad,59.7,112.3,21.8,0.8,39.5,26.2,42,11.7,108,Moderate
2025-04-28,Delhi,72.1,136.6,29.6,1.12,40.7,26.6,42,11.3,140,Moderate
2025-04-28,Noida,70.6,144.9,24.5,0.89,34.4,24.9,42,7.4,135,Moderate
2025-04-28,Gurugram,78.9,128.1,28.3,1.02,40.1,24.2,52,12.2,163,Moderate
2025-04-28,Faridabad,71.5,123.1,29.4,1.03,37.1,27.6,46,6.7,138,Moderate
2025-04-28,Ghaziabad,88.7,177.3,25.2,1.42,41.8,24.4,41,8.7,196,Moderate
2025-04-29,Delhi,107,216.9,43,1.84,41.2,27.5,39,9.2,257,Poor
2025-04-29,Noida,64.7,133.9,22.4,1.05,28.1,25.1,49,8.7,123,Moderate
2025-04-29,Gurugram,78.8,163.1,27.2,1.16,35.9,26.7,35,9.5,163,Moderate
2025-04-29,Faridabad,76.7,140.6,21.6,1.26,38.5,27.7,53,9.9,156,Moderate
2025-04-29,Ghaziabad,82.4,155.8,25.5,1.03,38.4,24.1,53,8.6,175,Moderate
2025-04-30,Delhi,75.6,157.9,23.6,0.97,39,25.8,46,6.6,152,Moderate
2025-04-30,Noida,71,118.4,28.9,1.04,34.4,24.5,35,9.7,137,Moderate
2025-04-30,Gurugram,65.4,107.9,22.1,1.15,37.7,25.6,41,10,118,Moderate
2025-04-30,Faridabad,65.7,111,20.6,1.08,31.5,26.1,37,9.4,119,Moderate
2025-04-30,Ghaziabad,76.8,125.3,27.7,1.11,34.7,25.5,45,7.5,156,Moderate
2025-05-01,Delhi,118.9,251.9,49.7,1.97,41.5,30.6,47,9.7,296,Poor
2025-05-01,Noida,71.2,118.7,20.5,1.2,41.7,33.1,35,11.8,137,Moderate
2025-05-01,Gurugram,85.2,137.2,29.1,1.48,37.6,32.2,53,11.4,184,Moderate
2025-05-01,Faridabad,92,149.4,33.7,1.31,41.8,33.1,41,6.8,207,Poor
2025-05-01,Ghaziabad,92.6,178.2,38.5,1.11,29.5,30.4,46,9.2,209,Poor
2025-05-02,Delhi,67,112.3,25,0.86,36.6,30.2,51,9,123,Moderate
2025-05-02,Noida,78.4,164.6,28.7,1.29,34.3,30.9,49,9.4,161,Moderate
2025-05-02,Gurugram,71.4,150.3,25.3,0.98,39.8,32.2,54,10.9,138,Moderate
2025-05-02,Faridabad,76.6,138.4,28,1.26,39,32.7,40,9.8,155,Moderate
2025-05-02,Ghaziabad,88.8,143.4,37,1.49,32.1,32.1,46,9.5,196,Moderate
2025-05-03,Delhi,102.6,169,35.6,1.43,41.5,30.7,44,7.9,242,Poor
2025-05-03,Noida,76.9,141.6,27.4,1.13,29,33.3,35,7.9,156,Moderate
2025-05-03,Gurugram,79,149.1,26.5,1.4,42,33.6,51,11.7,163,Moderate
2025-05-03,Faridabad,63.8,103.9,25.8,1.02,30.5,31.3,54,12.2,113,Moderate
2025-05-03,Ghaziabad,90.2,161.4,35.2,1.4,31.3,33.5,54,10.2,201,Poor
2025-05-04,Delhi,78.6,128.1,31.3,1.17,37.4,33.2,38,11.3,162,Moderate
2025-05-04,Noida,88.1,193.7,33.3,1.33,30.3,30.3,44,9.2,194,Moderate
2025-05-04,Gurugram,71.7,125.7,20.8,1.14,35.2,30.9,49,9.6,139,Moderate
2025-05-04,Faridabad,79.9,169,33.5,1.03,34.3,31.4,35,12.2,166,Moderate
2025-05-04,Ghaziabad,94.3,192.5,28.5,1.17,36.1,33.7,49,9.5,214,Poor
2025-05-05,Delhi,89.7,191,34.5,1.52,40.3,33.7,38,11,199,Moderate
2025-05-05,Noida,72.5,122.9,25.4,1.27,36.2,30,42,8.7,142,Moderate
2025-05-05,Gurugram,93.8,201.7,35.3,1.24,30.9,30.6,47,7.2,213,Poor
2025-05-05,Faridabad,74,138.2,21.3,1.24,33.7,34,53,8.7,147,Moderate
2025-05-05,Ghaziabad,81.3,132.6,33.9,1.04,40.6,33.1,44,8.1,171,Moderate
2025-05-06,Delhi,83.8,161.6,24.4,1.2,31.9,33.9,48,7.8,179,Moderate
2025-05-06,Noida,74.7,129.1,26.4,0.96,35.3,30.9,47,11.2,149,Moderate
2025-05-06,Gurugram,76.3,144,30.2,1.09,37.3,30.6,49,10.3,154,Moderate
2025-05-06,Faridabad,84.9,142.6,27.4,1.15,33,33.9,42,7.1,183,Moderate
2025-05-06,Ghaziabad,85.8,175.4,32.7,1.42,28.5,32.8,53,6.8,186,Moderate
2025-05-07,Delhi,108.8,214.2,40.5,1.35,28.3,30.8,46,11.9,263,Poor
2025-05-07,Noida,89.7,158.5,33.7,1.51,30,32.3,41,7,199,Moderate
2025-05-07,Gurugram,91.2,159.6,37.8,1.32,36,32.3,40,9.5,204,Poor
2025-05-07,Faridabad,76.2,155.4,29.8,1.03,40.4,30.5,49,11,154,Moderate
2025-05-07,Ghaziabad,92.1,168.9,31.1,1.61,37.6,32.3,40,7.5,207,Poor
2025-05-08,Delhi,91.3,192.2,30.9,1.58,36,31.1,37,8.6,204,Poor
2025-05-08,Noida,85.1,174.3,35.3,1.47,40.9,34,38,9.5,184,Moderate
2025-05-08,Gurugram,98.2,182.7,29.4,1.29,38.5,31.1,47,7.7,227,Poor
2025-05-08,Faridabad,92.3,149.8,36.1,1.47,29.6,30,46,6.9,208,Poor
2025-05-08,Ghaziabad,88,161.5,26.5,1.43,41.3,31.2,50,12.4,193,Moderate
2025-05-09,Delhi,96.1,194.2,27.1,1.33,33.9,31.2,54,11.9,220,Poor
2025-05-09,Noida,90.8,146.7,36.5,1.18,29.8,32.2,53,10.5,203,Poor
2025-05-09,Gurugram,76.1,134.6,22.2,0.97,38.1,30.3,50,7,154,Moderate
2025-05-09,Faridabad,79.2,160.5,33.3,1.35,34.7,30.2,42,10,164,Moderate
2025-05-09,Ghaziabad,85.8,150,28.4,1.45,37.6,33.4,53,11,186,Moderate
2025-05-10,Delhi,70.3,145.4,25.2,0.99,30.4,31.8,36,12.2,134,Moderate
2025-05-10,Noida,66.2,127.3,25,1.08,29.5,31.1,51,9.4,121,Moderate
2025-05-10,Gurugram,65.7,141.6,21.5,1,35.4,30.6,49,6.8,128,Moderate
2025-05-10,Faridabad,84.6,154.7,27.1,1.33,31.2,31.9,53,7.2,182,Moderate
2025-05-10,Ghaziabad,96.2,172.5,35,1.4,32.4,30.9,41,10.7,221,Poor
2025-05-11,Delhi,101.1,203.8,39.5,1.32,40.4,32.7,37,9.5,237,Poor
2025-05-11,Noida,61.3,99.3,17.5,0.99,33.8,32.1,44,12,104,Moderate
2025-05-11,Gurugram,73.1,124.8,22.8,1.17,28.2,33.2,45,11.2,144,Moderate
2025-05-11,Faridabad,73,148.5,23.7,0.9,38.1,32.8,41,7.8,143,Moderate
2025-05-11,Ghaziabad,70.5,144.6,26.6,1.04,32.1,32.5,43,11.4,135,Moderate
2025-05-12,Delhi,71.7,150.1,28.3,1.27,34.6,32.1,48,9.3,139,Moderate
2025-05-12,Noida,82.1,143.3,31.1,1.05,28.3,30.9,40,9.2,174,Moderate
2025-05-12,Gurugram,99,182.5,30,1.39,31.3,32.2,51,11.1,230,Poor
2025-05-12,Faridabad,76,148.4,27.2,1,40.1,31.6,36,10,153,Moderate
2025-05-12,Ghaziabad,110.4,228.4,36.4,1.33,39.1,34,39,8.6,268,Poor
2025-05-13,Delhi,102.5,178.9,40.9,1.58,28.3,33.9,54,7.3,242,Poor
2025-05-13,Noida,84.7,183.5,24.6,1.12,28.3,32.2,48,10.8,182,Moderate
2025-05-13,Gurugram,77,127.2,32.3,1.01,34.2,30.7,46,9.5,157,Moderate
2025-05-13,Faridabad,77.9,149.5,32,1.29,39.1,33.9,41,11.6,160,Moderate
2025-05-13,Ghaziabad,102.4,192.1,40.9,1.59,28.4,30.4,55,10.9,241,Poor
2025-05-14,Delhi,69.5,120.3,23.9,0.97,33.2,32.7,52,9.5,132,Moderate
2025-05-14,Noida,83.5,173.5,25,1.12,28.5,33.9,44,7.9,178,Moderate
2025-05-14,Gurugram,89.5,145.5,31.3,1.2,39.6,33.1,48,9.5,198,Moderate
2025-05-14,Faridabad,91.9,184.8,27.7,1.35,28,32.7,53,9.2,206,Poor
2025-05-14,Ghaziabad,98.1,206,35.2,1.29,34.8,32,43,10,227,Poor
2025-05-15,Delhi,119.7,244.7,33.9,1.55,32.9,31.2,55,10.7,299,Poor
2025-05-15,Noida,72.2,117.7,28.3,1.3,33,32.7,42,10.4,141,Moderate
2025-05-15,Gurugram,93,156.2,37.1,1.59,34.7,30.4,53,8.4,210,Poor
2025-05-15,Faridabad,88.4,161.2,28.1,1.18,37.6,34,42,10.3,195,Moderate
2025-05-15,Ghaziabad,95.5,207.4,35,1.29,37.3,32.8,51,9,218,Poor
2025-05-16,Delhi,68,123.9,20,1.17,36.2,30.7,36,11.7,127,Moderate
2025-05-16,Noida,90.1,165.6,29.1,1.5,32.6,32,36,8.9,200,Moderate
2025-05-16,Gurugram,92.4,196.7,32.9,1.65,40.8,30,50,6.3,208,Poor
2025-05-16,Faridabad,86.3,185.6,31.3,1.1,32.2,33.7,49,6.9,188,Moderate
2025-05-16,Ghaziabad,88,164.7,28.5,1.19,32.4,30.6,39,7.7,193,Moderate
2025-05-17,Delhi,99.6,179.3,41.8,1.39,31.9,32.3,48,7.9,232,Poor
2025-05-17,Noida,76.6,123.4,26.5,1.14,34.8,32.7,41,9.9,155,Moderate
2025-05-17,Gurugram,78.9,137.5,29.1,1.21,30.8,31.5,38,12.4,163,Moderate
2025-05-17,Faridabad,63.5,130.5,25.7,0.83,35.6,32.5,52,6.7,120,Moderate
2025-05-17,Ghaziabad,91.7,164.1,37.9,1.23,41.4,32.8,47,10.6,206,Poor
2025-05-18,Delhi,76.3,167,30.4,0.95,34.5,33.6,46,7.2,154,Moderate
2025-05-18,Noida,63.7,121.7,19.5,1.12,34.1,33.7,54,6.9,114,Moderate
2025-05-18,Gurugram,69.7,142.7,27,0.96,30.4,32.7,54,6.9,132,Moderate
2025-05-18,Faridabad,89.8,159.7,30.8,1.62,40.2,31.5,45,8.5,199,Moderate
2025-05-18,Ghaziabad,83,161.9,30.7,1.49,38,31,45,10.5,177,Moderate
2025-05-19,Delhi,97.9,186.5,29.2,1.41,34.6,30.6,49,10.9,226,Poor
2025-05-19,Noida,87.7,190.6,27,1.56,36,30.2,45,7.1,192,Moderate
2025-05-19,Gurugram,72.6,150.2,28,1.29,40.9,32.1,52,12.2,142,Moderate
2025-05-19,Faridabad,74.6,156.2,21.4,1.05,28.3,32.6,39,9.2,149,Moderate
2025-05-19,Ghaziabad,102.5,195,41.9,1.64,34.4,32.9,38,7.5,242,Poor
2025-05-20,Delhi,76.3,146.9,30.4,1.18,32.5,32.2,41,11.1,154,Moderate
2025-05-20,Noida,90.1,197.9,31.4,1.53,41.9,31.3,42,8.7,200,Moderate
2025-05-20,Gurugram,86.5,171.2,27.7,1.31,29.6,33.8,53,10.5,188,Moderate
2025-05-20,Faridabad,99.9,206.5,35.3,1.33,35.3,31.3,51,7.9,233,Poor
2025-05-20,Ghaziabad,90.3,159.6,26.3,1.53,37.3,31.7,51,10.2,201,Poor
2025-05-21,Delhi,114.1,187.3,40.8,1.49,41.1,30.7,40,9.1,280,Poor
2025-05-21,Noida,90.4,189.5,30.5,1.52,31,32.6,54,7.2,201,Poor
2025-05-21,Gurugram,70.3,124.9,26.4,1.22,38,30.2,36,11.1,134,Moderate
2025-05-21,Faridabad,91.6,149.4,26.2,1.25,36.5,32.7,53,8.9,205,Poor
2025-05-21,Ghaziabad,102,224.4,40.6,1.56,29.1,33.4,50,8.7,240,Poor
2025-05-22,Delhi,68.3,137.2,22.3,0.89,28.9,31.6,41,11.7,128,Moderate
2025-05-22,Noida,74.5,132.6,26.7,1.11,32.6,33.8,37,9.2,148,Moderate
2025-05-22,Gurugram,96.9,205.3,39.7,1.67,31.5,32.3,36,12.2,223,Poor
2025-05-22,Faridabad,82,155.4,32.6,1.32,41.2,30.8,43,11.2,173,Moderate
2025-05-22,Ghaziabad,97.4,157.8,28,1.34,31,30.4,42,8.6,225,Poor
2025-05-23,Delhi,110.8,178.8,37.6,1.66,39.7,31.2,50,6.8,269,Poor
2025-05-23,Noida,87.8,177.4,32.1,1.37,40.9,33.6,52,12.3,193,Moderate
2025-05-23,Gurugram,70.5,136.3,20.2,1.26,30.6,31.9,42,6.9,135,Moderate
2025-05-23,Faridabad,76.8,137.9,28.7,0.98,30.4,33.9,47,9.2,156,Moderate
2025-05-23,Ghaziabad,100.9,173.9,29.3,1.66,29.5,33,45,11.9,236,Poor
2025-05-24,Delhi,66.1,117.5,21,1.11,32.8,32.6,36,7.9,120,Moderate
2025-05-24,Noida,86.1,173.8,24.2,1.35,31,32.9,49,9.9,187,Moderate
2025-05-24,Gurugram,83.7,140.6,25.6,1.02,31.9,31.9,40,7.4,179,Moderate
2025-05-24,Faridabad,72.4,155.8,27.7,0.99,39,32.2,38,10.4,141,Moderate
2025-05-24,Ghaziabad,91.8,149.7,30.5,1.27,41.2,31,47,8.2,206,Poor
2025-05-25,Delhi,94.6,157.8,31,1.33,31,33.8,46,8.6,215,Poor
2025-05-25,Noida,76.8,168.8,30.9,1.04,38.8,32.2,55,11.9,156,Moderate
2025-05-25,Gurugram,79.1,153,24.9,1.36,39.1,30.5,41,9.9,164,Moderate
2025-05-25,Faridabad,73.1,157.2,20.8,1.27,39.5,32.5,41,10,144,Moderate
2025-05-25,Ghaziabad,70.7,127.3,22.6,0.92,34,33.5,46,6.6,136,Moderate
2025-05-26,Delhi,88,166.3,30.9,1.54,40,31.3,50,11.1,193,Moderate
2025-05-26,Noida,98,161.7,33,1.3,28.8,31.7,41,11.1,227,Poor
2025-05-26,Gurugram,85.6,168.2,25.3,1.34,40.7,32.5,47,11.7,185,Moderate
2025-05-26,Faridabad,84.1,178.2,34.3,1.44,40.2,32.8,50,9.5,180,Moderate
2025-05-26,Ghaziabad,105.1,212.5,37,1.6,37.1,30.4,43,9.7,250,Poor
2025-05-27,Delhi,122.6,208.4,38.6,1.67,33.4,33.4,45,6.7,302,Very Poor
2025-05-27,Noida,75,152.5,25.2,1.09,42,32.8,54,7.7,150,Moderate
2025-05-27,Gurugram,79.9,134.4,27.4,1.42,31,31.8,40,8.3,166,Moderate
2025-05-27,Faridabad,78.6,149.6,27.8,1.03,29.8,31.2,53,9.1,162,Moderate
2025-05-27,Ghaziabad,78.9,165.2,23,1.28,37.2,33.1,35,10.9,163,Moderate
2025-05-28,Delhi,77,145.4,24.3,0.96,36.8,33.7,35,9.7,157,Moderate
2025-05-28,Noida,86.4,141.8,25,1.18,28.5,32.4,50,8.6,188,Moderate
2025-05-28,Gurugram,79.7,151.7,30.9,1.32,39.8,30.4,40,7.3,166,Moderate
2025-05-28,Faridabad,90.6,192.6,26.8,1.52,40.9,33.6,50,10.6,202,Poor
2025-05-28,Ghaziabad,93,195.7,36.3,1.56,38.5,32.6,50,9.9,210,Poor
2025-05-29,Delhi,104.8,199.8,31.4,1.78,28.6,30.5,50,10.7,249,Poor
2025-05-29,Noida,74.9,137.5,28.9,1.02,28.4,33.9,51,10,150,Moderate
2025-05-29,Gurugram,79.8,175.4,31,1.17,31.1,32.3,45,9.9,166,Moderate
2025-05-29,Faridabad,97.7,185.7,29.2,1.46,35.3,30.2,53,8.8,226,Poor
2025-05-29,Ghaziabad,98.6,178.6,33.3,1.63,29,33.8,47,9.1,229,Poor
2025-05-30,Delhi,73.8,139.5,29.7,1.16,33.3,33.8,37,10.5,146,Moderate
2025-05-30,Noida,80.8,174.2,27.4,1,32.9,30.7,53,12.6,169,Moderate
2025-05-30,Gurugram,84.2,176,27.4,1.38,32.9,32.7,38,8.7,181,Moderate
2025-05-30,Faridabad,83.2,181,25.5,1.23,33.2,32.4,41,7.8,177,Moderate
2025-05-30,Ghaziabad,86.6,138.7,26.4,1.52,41.4,32.2,51,8.5,189,Moderate
2025-05-31,Delhi,80.4,174.4,27.7,1.07,37.7,31.1,54,9.3,168,Moderate
2025-05-31,Noida,80.2,161,29.2,1.08,35.4,30.4,49,7.8,167,Moderate
2025-05-31,Gurugram,79.6,158.1,22.4,0.96,34.7,33,36,12.5,165,Moderate
2025-05-31,Faridabad,69.6,146.8,21.3,0.88,29.5,31.4,47,11.1,132,Moderate
2025-05-31,Ghaziabad,82.8,159.5,25,1.11,31.6,32,35,9.6,176,Moderate
2025-06-01,Delhi,31.2,63.7,10.5,0.51,18.8,32.5,86,7.9,64,Satisfactory
2025-06-01,Noida,56.2,107.5,17.8,0.71,16.9,33.1,87,9.6,105,Moderate
2025-06-01,Gurugram,31,62.5,10.9,0.43,19.5,30,82,6.6,62,Satisfactory
2025-06-01,Faridabad,35.5,74.4,13.1,0.6,21.1,31.3,92,7.8,74,Satisfactory
2025-06-01,Ghaziabad,56.4,105.2,16.6,0.72,16.3,32.3,90,7.1,103,Moderate
2025-06-02,Delhi,68.7,135.8,19.8,1.09,18.9,31.8,80,7.7,129,Moderate
2025-06-02,Noida,56.9,104.9,17.2,0.73,17.8,33.8,87,9.8,103,Moderate
2025-06-02,Gurugram,55.1,91.6,21.5,0.81,16.5,32.3,91,6.1,92,Satisfactory
2025-06-02,Faridabad,49.9,93.6,17.3,0.85,21.1,30.8,81,9.2,94,Satisfactory
2025-06-02,Ghaziabad,59.2,130.1,20.3,0.96,20.1,30.1,91,10,120,Moderate
2025-06-03,Delhi,49.9,93.8,20.7,0.67,19.6,30.5,90,7.3,94,Satisfactory
2025-06-03,Noida,51.1,96.9,16.8,0.62,17.3,32.5,85,7.5,97,Satisfactory
2025-06-03,Gurugram,52.9,112.9,18,0.72,16.7,32.3,95,5.5,109,Moderate
2025-06-03,Faridabad,30.3,54.9,9.8,0.44,19.1,31.6,82,7,55,Satisfactory
2025-06-03,Ghaziabad,73.4,160.5,23.3,1.13,20.8,32.3,81,6.1,145,Moderate
2025-06-04,Delhi,79.5,133.2,33.4,1.43,20.8,31.3,85,5.8,165,Moderate
2025-06-04,Noida,50.8,83.5,19.1,0.9,19.8,34,82,7.4,85,Satisfactory
2025-06-04,Gurugram,35.1,70.6,13.1,0.63,22.2,30.2,85,6.5,71,Satisfactory
2025-06-04,Faridabad,39.4,63.6,11.7,0.61,16.7,32.2,90,10,66,Satisfactory
2025-06-04,Ghaziabad,66.4,132.8,22.5,1.05,17.8,32.5,97,9.2,122,Moderate
2025-06-05,Delhi,48.2,79.5,18.9,0.73,23.6,32.6,90,9.5,80,Satisfactory
2025-06-05,Noida,67.1,113.2,25.8,1.12,23.8,32.4,91,9.8,124,Moderate
2025-06-05,Gurugram,60.6,112.7,22.1,1.06,19.3,33.9,80,8.8,108,Moderate
2025-06-05,Faridabad,68.7,120.6,21.3,0.85,22.7,33.6,83,9,129,Moderate
2025-06-05,Ghaziabad,76.5,133.7,28.5,1.23,16.8,32.5,88,6.3,155,Moderate
2025-06-06,Delhi,44.3,82.7,15.9,0.69,17.4,32.3,95,6.6,83,Satisfactory
2025-06-06,Noida,61.8,117.6,18.9,1.1,16.2,30.2,93,6.3,112,Moderate
2025-06-06,Gurugram,27,55.8,10.8,0.33,20.8,31.5,96,7.7,56,Satisfactory
2025-06-06,Faridabad,54.8,120.1,18.4,0.77,21.5,32.9,94,9.7,113,Moderate
2025-06-06,Ghaziabad,69.3,131.7,28.1,0.98,21.7,32.6,99,7.7,131,Moderate
2025-06-07,Delhi,43.6,93,16.6,0.65,21.4,31.4,94,6.3,93,Satisfactory
2025-06-07,Noida,52.6,103.2,14.7,0.85,18.8,30.6,99,9.2,102,Moderate
2025-06-07,Gurugram,24.2,50.8,8.4,0.41,22.2,32.9,84,5.7,51,Satisfactory
2025-06-07,Faridabad,24.7,40.4,8.9,0.31,19.1,32.9,86,9.9,41,Good
2025-06-07,Ghaziabad,64.7,110.3,22.2,0.79,20.8,31.9,91,9.6,116,Moderate
2025-06-08,Delhi,71.8,124.5,27.2,1.22,22.9,30.3,87,7.8,139,Moderate
2025-06-08,Noida,46.9,98.6,17.2,0.83,21.6,31.3,84,7.9,99,Satisfactory
2025-06-08,Gurugram,46,82.2,17.6,0.7,22.6,31.4,93,8.5,82,Satisfactory
2025-06-08,Faridabad,59.3,102.5,20,0.84,21.8,31.9,84,6.7,102,Moderate
2025-06-08,Ghaziabad,29.8,63.3,10.6,0.49,18,30.3,91,8.8,63,Satisfactory
2025-06-09,Delhi,28.6,49.7,8.6,0.46,19.6,31.8,89,7.7,50,Good
2025-06-09,Noida,37.8,72.5,12.3,0.59,22,33.2,88,5.4,72,Satisfactory
2025-06-09,Gurugram,39.6,81.3,14.4,0.5,17.3,30.9,80,7.8,81,Satisfactory
2025-06-09,Faridabad,31.1,67.1,12.9,0.41,20.3,33.3,81,7.6,67,Satisfactory
2025-06-09,Ghaziabad,70.4,148,25.6,0.96,21.7,31.1,89,5.5,135,Moderate
2025-06-10,Delhi,73.7,154.4,27.4,1.11,22.8,30.2,97,7.9,146,Moderate
2025-06-10,Noida,54.4,89.6,18,0.75,23.4,31.6,82,7.2,91,Satisfactory
2025-06-10,Gurugram,55.7,99.2,16.9,0.78,21.8,30.7,89,7.8,99,Satisfactory
2025-06-10,Faridabad,43.6,78.6,17.9,0.63,19,31.4,83,9.1,79,Satisfactory
2025-06-10,Ghaziabad,54,89.9,19.6,0.73,20.6,33.7,100,8.3,90,Satisfactory
2025-06-11,Delhi,48.2,92.5,16.6,0.72,22.3,33.9,86,5.6,92,Satisfactory
2025-06-11,Noida,61,101.4,23.3,0.76,20.1,31.9,85,6.6,103,Moderate
2025-06-11,Gurugram,50.1,81.2,18.2,0.74,16.9,33.4,91,9.9,84,Satisfactory
2025-06-11,Faridabad,51.4,84.5,17.6,0.9,22.9,33.9,84,6.1,86,Satisfactory
2025-06-11,Ghaziabad,60.8,98.3,18,0.83,20,33.8,91,5.5,103,Moderate
2025-06-12,Delhi,67.7,128.9,19.5,0.85,20.6,32,95,8.3,126,Moderate
2025-06-12,Noida,53.2,115.4,21.5,0.69,23.7,31.7,97,9.7,110,Moderate
2025-06-12,Gurugram,63.2,108.3,24.7,1.1,23,32.1,89,7.9,111,Moderate
2025-06-12,Faridabad,61.9,108,21.1,1.1,16.2,32.2,92,9.4,106,Moderate
2025-06-12,Ghaziabad,57.6,117,22,0.75,22,31,85,8.3,111,Moderate
2025-06-13,Delhi,54.3,119.1,17,0.87,18,31.2,90,7.8,113,Moderate
2025-06-13,Noida,52.5,107.5,20.5,0.82,19.3,33.1,98,8.3,105,Moderate
2025-06-13,Gurugram,45.8,94.4,13.9,0.68,22.8,30.1,91,9.9,94,Satisfactory
2025-06-13,Faridabad,60.9,124.2,21.7,0.9,16.6,32.6,87,5.5,116,Moderate
2025-06-13,Ghaziabad,69.7,128.6,27.2,1.2,20.1,30.3,81,9.9,132,Moderate
2025-06-14,Delhi,46.9,76.2,16.5,0.71,18.5,31,88,9.2,78,Satisfactory
2025-06-14,Noida,26.8,47.9,10.5,0.45,17.7,32.4,84,5.4,48,Good
2025-06-14,Gurugram,30.5,54.9,12.2,0.44,17,30.1,84,6.5,55,Satisfactory
2025-06-14,Faridabad,55.8,98.8,18.2,0.82,18.2,30.5,89,7.6,99,Satisfactory
2025-06-14,Ghaziabad,35.4,61.3,12.1,0.58,21.4,30.9,92,6.7,61,Satisfactory
2025-06-15,Delhi,28.3,48.6,10.7,0.35,16.5,33.4,98,7.3,49,Good
2025-06-15,Noida,47.2,81.4,17,0.67,16.2,30.1,89,5.5,81,Satisfactory
2025-06-15,Gurugram,56.6,102.9,21.1,0.74,23,32.8,89,9,102,Moderate
2025-06-15,Faridabad,60.9,118.6,24,0.91,21.3,32.6,88,5.3,112,Moderate
2025-06-15,Ghaziabad,57.9,118.4,22.8,0.86,19.4,32.2,92,9,112,Moderate
2025-06-16,Delhi,66.7,134.7,24.3,0.96,22.9,30.6,82,5.4,123,Moderate
2025-06-16,Noida,51,85.6,17.7,0.8,18,30.3,90,5.2,86,Satisfactory
2025-06-16,Gurugram,58.9,108.3,16.9,0.9,20.6,33.5,83,9.1,106,Moderate
2025-06-16,Faridabad,60.6,112.5,23.9,1.06,19,30.5,90,5.3,108,Moderate
2025-06-16,Ghaziabad,41.8,69.7,17.3,0.58,20.3,30.6,92,5.7,70,Satisfactory
2025-06-17,Delhi,28.2,48,9.4,0.43,23.9,33,81,5.4,48,Good
2025-06-17,Noida,33.2,61.2,10.3,0.44,22.5,32.3,82,5.9,61,Satisfactory
2025-06-17,Gurugram,67.5,109.8,26.1,1.11,17.9,33,84,6.3,125,Moderate
2025-06-17,Faridabad,68.1,131.1,25.2,1.05,18.7,33.1,90,5.4,127,Moderate
2025-06-17,Ghaziabad,75.2,131.1,24.2,1.19,20.7,33.8,87,7.4,151,Moderate
2025-06-18,Delhi,78.5,138.7,30.5,1.04,16.2,30.6,86,9.7,162,Moderate
2025-06-18,Noida,34.8,73.1,10.1,0.57,19.1,33.3,82,5.8,73,Satisfactory
2025-06-18,Gurugram,38.8,75.2,15.7,0.65,22,30,82,10,75,Satisfactory
2025-06-18,Faridabad,53.6,115.8,19.1,0.88,22.7,34,97,9.6,111,Moderate
2025-06-18,Ghaziabad,37.7,64,10.7,0.59,22.8,31,96,9.2,64,Satisfactory
2025-06-19,Delhi,46.6,93.5,13.5,0.7,18.4,32.6,97,8.3,94,Satisfactory
2025-06-19,Noida,69.3,141.3,21.6,0.98,22.9,33.6,86,6.4,131,Moderate
2025-06-19,Gurugram,42.4,74.5,15,0.72,16.7,31.8,93,7.6,74,Satisfactory
2025-06-19,Faridabad,60.4,125.9,18.2,0.86,17.5,33.5,80,7.7,117,Moderate
2025-06-19,Ghaziabad,39.6,73.3,14,0.65,16.5,31.9,91,7.3,73,Satisfactory
2025-06-20,Delhi,46.8,83.7,14.7,0.62,23.8,32.3,94,8.7,84,Satisfactory
2025-06-20,Noida,59.2,126.8,20.4,0.88,22.9,32.8,100,7.5,118,Moderate
2025-06-20,Gurugram,59.2,106,18.9,0.73,18.3,31.8,91,7.6,104,Moderate
2025-06-20,Faridabad,64.9,121.6,18.3,0.9,21.4,32,81,5.5,116,Moderate
2025-06-20,Ghaziabad,34.1,58.2,13.6,0.49,20.1,30.6,98,10,58,Satisfactory
2025-06-21,Delhi,40.4,88.7,15,0.49,16.5,33.7,92,6.1,89,Satisfactory
2025-06-21,Noida,30.2,49.8,10,0.4,20,31,84,6.3,50,Good
2025-06-21,Gurugram,30.1,61,8.6,0.53,17.7,30.6,87,5.7,61,Satisfactory
2025-06-21,Faridabad,55,88.2,21.4,0.81,21.4,32.9,91,6.2,92,Satisfactory
2025-06-21,Ghaziabad,60.9,110.2,23.9,0.99,18.5,31.6,94,7.8,107,Moderate
2025-06-22,Delhi,64.8,107.3,26.7,0.83,16.5,30.8,85,6.3,116,Moderate
2025-06-22,Noida,46.8,93.2,16.9,0.81,17.2,33.8,99,8.6,93,Satisfactory
2025-06-22,Gurugram,31.3,61.8,10.8,0.48,19.8,31.1,84,6.7,62,Satisfactory
2025-06-22,Faridabad,45.6,87,14.3,0.69,23.6,30.5,93,5.7,87,Satisfactory
2025-06-22,Ghaziabad,57.5,114.1,20.2,0.7,21.2,33.7,91,8.4,109,Moderate
2025-06-23,Delhi,47.7,78.7,18.7,0.81,23.4,30.9,99,8,80,Satisfactory
2025-06-23,Noida,64.3,134.8,24.3,1.13,19.8,33.4,90,6.2,123,Moderate
2025-06-23,Gurugram,65,132,24.5,0.98,22.9,30.3,98,8.2,121,Moderate
